FEATURE_ID|FEATURE_NAME|FEATURE_CLASS|STATE_ALPHA|STATE_NUMERIC|COUNTY_NAME|COUNTY_NUMERIC|PRIMARY_LAT_DMS|PRIM_LONG_DMS|PRIM_LAT_DEC|PRIM_LONG_DEC|SOURCE_LAT_DMS|SOURCE_LONG_DMS|SOURCE_LAT_DEC|SOURCE_LONG_DEC|ELEV_IN_M|ELEV_IN_FT|MAP_NAME|DATE_CREATED|DATE_EDITED
169717|Reservoir Draw|Valley|CO|08|Moffat|081|405817N|1081309W|40.9713534|-108.2192585|405210N|1081546W|40.8694098|-108.2628712|1941|6368|Reservoir Draw|10/13/1978|
169718|Horse Draw|Valley|CO|08|Moffat|081|405810N|1081116W|40.969409|-108.1878681|401619N|1081337W|40.271914|-108.2270323|1925|6316|Reservoir Draw|10/13/1978|
169719|Reservoir Spring|Spring|CO|08|Moffat|081|405325N|1081411W|40.8902431|-108.2364812|||||2154|7067|Reservoir Draw|10/13/1978|
169720|Powder Wash|Stream|CO|08|Moffat|081|405741N|1080059W|40.9613541|-108.0164709|405434N|1082456W|40.9094087|-108.4156557|1827|5994|The Nipple NE|10/13/1978|
169721|Edinger Bridge|Bridge|CO|08|Moffat|081|405457N|1080524W|40.9157988|-108.0900855|||||1812|5945|The Nipple NE|10/13/1978|
169722|East Pole Gulch|Valley|CO|08|Moffat|081|405902N|1073842W|40.9838541|-107.6450691|405253N|1074207W|40.8813889|-107.7019444|1912|6273|Pole Gulch|10/13/1978|
169723|Gledhill Draw|Valley|CO|08|Moffat|081|405925N|1074101W|40.9902429|-107.6836815|405525N|1074301W|40.9236111|-107.7169444|1907|6256|Pole Gulch|10/13/1978|
169724|Pole Gulch|Valley|CO|08|Moffat|081|405902N|1073842W|40.9838541|-107.6450691|405210N|1074455W|40.8694109|-107.7486841|1912|6273|Pole Gulch|10/13/1978|
169725|Timberlake Creek|Stream|CO|08|Moffat|081|405907N|1073820W|40.985243|-107.6389578|405204N|1073947W|40.8677446|-107.6631256|1913|6276|Pole Gulch|10/13/1978|
169726|Fourmile Creek|Stream|CO|08|Moffat|081|410027N|1074145W|41.0074648|-107.6959041|404846N|1072458W|40.8127464|-107.4161737|1889|6197|Baggs|10/13/1978|
169727|Conway Spring|Spring|CO|08|Moffat|081|405656N|1075108W|40.9487536|-107.852159|||||2009|6591|Thornburgh Gulch|10/13/1978|04/18/2011
169728|Monasco Spring|Spring|CO|08|Moffat|081|405329N|1075048W|40.891287|-107.8466449|||||1976|6483|Thornburgh Gulch|10/13/1978|04/18/2011
169729|Thornburgh Spring|Spring|CO|08|Moffat|081|405737N|1074637W|40.9602266|-107.7768139|||||1922|6306|Thornburgh Gulch|10/13/1978|04/18/2011
169730|Tommys Gulch|Valley|CO|08|Moffat|081|405913N|1074800W|40.9869094|-107.8000742|405545N|1074813W|40.9291667|-107.8036111|1887|6191|Thornburgh Gulch|10/13/1978|
169731|Woodbury Gulch|Valley|CO|08|Moffat|081|405925N|1074850W|40.9902427|-107.8139636|405616N|1074914W|40.9377778|-107.8205556|1893|6211|Thornburgh Gulch|10/13/1978|
169732|Thornburgh Gulch|Valley|CO|08|Moffat|081|405855N|1074642W|40.9819094|-107.7784069|405338N|1074520W|40.8938551|-107.7556286|1885|6184|Thornburgh Gulch|10/13/1978|
169733|Bighole Butte|Summit|CO|08|Moffat|081|405323N|1075720W|40.8896883|-107.9556355|||||2063|6768|Bighole Butte|10/13/1978|
169734|Bighole Gulch|Valley|CO|08|Moffat|081|405851N|1075743W|40.9807983|-107.9620244|404620N|1074632W|40.7721899|-107.7756298|1848|6063|Bighole Butte|10/13/1978|
169735|Scandinavian Gulch|Valley|CO|08|Moffat|081|405924N|1075455W|40.9899649|-107.915356|404806N|1074844W|40.801634|-107.8122976|1856|6089|Bighole Butte|10/13/1978|
169736|Dry Gulch|Valley|CO|08|Moffat|081|410024N|1075453W|41.0066314|-107.9148005|404722N|1074715W|40.7894119|-107.7875745|1848|6063|McPherson Springs|10/13/1978|
169737|East Fork Cherokee Creek|Stream|CO|08|Moffat|081|401000N|1085917W|40.1666349|-108.9881693|410344N|1080204W|41.0621861|-108.0345276|1751|5745|Mellen Hill|10/13/1978|
169738|Fly Creek|Stream|CO|08|Routt|107|410011N|1071837W|41.0030211|-107.3103371|405533N|1071754W|40.9258028|-107.298317|2014|6608|Grieve Reservoir|10/13/1978|05/07/2012
169739|Mule Creek|Stream|CO|08|Moffat|081|405842N|1072320W|40.9782991|-107.3889504|405601N|1072544W|40.9336111|-107.4288889|2009|6591|Bakers Peak|10/13/1978|
169740|Jack Rabbit Creek|Stream|CO|08|Moffat|081|405847N|1072301W|40.979688|-107.3836725|405502N|1072629W|40.9172222|-107.4413889|2003|6571|Bakers Peak|10/13/1978|
169741|Bakers Peak|Summit|CO|08|Moffat|081|405505N|1072723W|40.9180223|-107.4564523|||||2879|9445|Bakers Peak|10/13/1978|
169742|Serviceberry Mountain|Summit|CO|08|Moffat|081|405642N|1072920W|40.9449661|-107.4889531|||||2428|7966|Bakers Peak|10/13/1978|
169743|Smith Rim|Summit|CO|08|Moffat|081|405445N|1072607W|40.9124668|-107.4353406|||||2732|8963|Bakers Peak|10/13/1978|
169744|Box Spring|Spring|CO|08|Moffat|081|405307N|1072617W|40.8852451|-107.4381186|||||2399|7871|Bakers Peak|10/13/1978|
169745|OVO Reservoir|Reservoir|CO|08|Moffat|081|405239N|1072728W|40.8774847|-107.457799|||||2334|7657|Bakers Peak|10/13/1978|06/17/2011
169746|Spring Creek|Stream|CO|08|Moffat|081|405319N|1072820W|40.8885782|-107.4722862|405417N|1072738W|40.9047222|-107.4605556|2198|7211|Bakers Peak|10/13/1978|
169747|First Creek|Stream|CO|08|Moffat|081|405539N|1072250W|40.9274667|-107.3806169|405307N|1072615W|40.8852778|-107.4375|2078|6818|Bakers Peak|10/13/1978|
169748|Box Spring Creek|Stream|CO|08|Moffat|081|405301N|1072754W|40.8835783|-107.4650637|405213N|1072610W|40.8702453|-107.4361741|2239|7346|Bakers Peak|10/13/1978|
169749|Putt Creek|Stream|WY|56|Carbon|007|410040N|1072651W|41.0110763|-107.447563|405612N|1072952W|40.9366329|-107.4978422|1965|6447|Savery|10/13/1978|11/14/2007
169750|Second Creek|Stream|CO|08|Moffat|081|405522N|1072214W|40.9227447|-107.3706167|405128N|1072241W|40.8577458|-107.378117|2062|6765|Fly Creek|10/13/1978|
169751|Slater Creek|Stream|CO|08|Routt|107|405942N|1072309W|40.9949655|-107.3858948|404647N|1070507W|40.7796929|-107.0853321|1987|6519|Bakers Peak|10/13/1978|
