FEATURE_ID|FEATURE_NAME|FEATURE_CLASS|STATE_ALPHA|STATE_NUMERIC|COUNTY_NAME|COUNTY_NUMERIC|PRIMARY_LAT_DMS|PRIM_LONG_DMS|PRIM_LAT_DEC|PRIM_LONG_DEC|SOURCE_LAT_DMS|SOURCE_LONG_DMS|SOURCE_LAT_DEC|SOURCE_LONG_DEC|ELEV_IN_M|ELEV_IN_FT|MAP_NAME|DATE_CREATED|DATE_EDITED
371623|Bluebird Reservoir|Reservoir|ID|16|Minidoka|067|430536N|1134206W|43.0932559|-113.7017918|||||1366|4482|Laidlaw Lake|06/21/1979|06/20/2011
371624|Bluegill Lake|Lake|ID|16|Twin Falls|083|423658N|1145338W|42.6161081|-114.8940045|||||1005|3297|Balanced Rock|06/21/1979|06/20/2011
371625|Bluegrass Lake|Lake|ID|16|Minidoka|067|430823N|1133541W|43.1396281|-113.5947368|||||1397|4583|Bear Den Butte|06/21/1979|
371626|Bluejacket Mine|Mine|ID|16|Owyhee|073|430013N|1164148W|43.0034937|-116.6967896|||||2221|7287|Silver City|06/21/1979|
371627|Bluff Lateral|Canal|ID|16|Ada|001|432124N|1163015W|43.3565522|-116.5042877|||||783|2569|Walters Butte|06/21/1979|
371628|Bobcat Bar|Bar|ID|16|Nez Perce|069|460801N|1165613W|46.1334898|-116.9368155|||||248|814|Captain John Rapids|06/21/1979|
371629|Bobcat Butte|Summit|ID|16|Twin Falls|083|420913N|1145227W|42.1535201|-114.8742139|||||1861|6106|Browns Bench North|06/21/1979|
371630|Boggy Spring|Spring|ID|16|Owyhee|073|422715N|1164726W|42.4540694|-116.7904981|||||1713|5620|Smith Creek|06/21/1979|04/18/2011
371631|Boghole Spring|Spring|ID|16|Owyhee|073|431314N|1164918W|43.2204355|-116.8217971|||||1425|4675|Rooster Comb Peak|06/21/1979|
371632|Bogus Creek|Stream|ID|16|Owyhee|073|424758N|1164858W|42.7993258|-116.8162385|424203N|1164453W|42.700717|-116.7481796|1513|4964|Combination Ridge|06/21/1979|
371633|Bohlson Lateral|Canal|ID|16|Canyon|027|433306N|1164526W|43.5515476|-116.7573596|||||769|2523|Marsing|06/21/1979|
371634|Boise Valley Canal|Canal|ID|16|Ada|001|433944N|1161558W|43.6621103|-116.266232|||||800|2625|Eagle|06/21/1979|
371635|Boller Lateral|Canal|ID|16|Ada|001|433223N|1161740W|43.5396103|-116.2945633|||||836|2743|Cloverdale|06/21/1979|
371636|Bolton Canal|Canal|ID|16|Payette|075|440500N|1164547W|44.0832208|-116.7629295|||||726|2382|Birding Island|06/21/1979|
371637|Bolton Lateral|Canal|ID|16|Canyon|027|433923N|1163713W|43.6562724|-116.6204121|||||741|2431|Middleton|06/21/1979|
371638|Bonanza Bar|Bar|ID|16|Power|077|423758N|1130752W|42.6326887|-113.1311079|||||1287|4222|Gifford Spring|06/21/1979|
371639|Bonanza Lake|Lake|ID|16|Power|077|424239N|1130426W|42.7108935|-113.0739695|||||1296|4252|Register Rock|06/21/1979|06/20/2011
371640|Boni Spring|Spring|ID|16|Owyhee|073|423229N|1164628W|42.541441|-116.7743191|||||1646|5400|Pleasant Valley|06/21/1979|04/18/2011
371641|Boni Table|Summit|ID|16|Owyhee|073|423130N|1164432W|42.5248867|-116.7423448|||||1759|5771|Slack Mountain|06/21/1979|
371642|Bonneville Point|Cliff|ID|16|Ada|001|432932N|1160227W|43.4921138|-116.0409412|||||1179|3868|Indian Creek Reservoir|06/21/1979|
371643|Boomer Canal|Canal|ID|16|Bonneville|019|433557N|1115124W|43.5990798|-111.8566328|||||1493|4898|Rigby SE|06/21/1979|
371644|Boomer Slough|Stream|ID|16|Bonneville|019|433446N|1115421W|43.5793575|-111.9058009|433526N|1115228W|43.5904687|-111.8744111|1479|4852|Ucon|06/21/1979|
371645|Boone Ditch|Canal|ID|16|Canyon|027|434351N|1165118W|43.7307162|-116.8548697|||||693|2274|Notus|06/21/1979|
371646|Boone Peak|Summit|ID|16|Owyhee|073|425456N|1164029W|42.9154389|-116.6748442|||||2096|6877|Cinnabar Mountain|06/21/1979|
371647|Booneville Gulch|Valley|ID|16|Owyhee|073|430227N|1164603W|43.0407146|-116.7676263|430345N|1164517W|43.0625|-116.7547222|1801|5909|De Lamar|06/21/1979|
371648|Border Reservoir|Reservoir|ID|16|Lincoln|063|431119N|1142545W|43.1886996|-114.4292667|||||1601|5253|Summit Reservoir|06/21/1979|06/20/2011
371649|Border Summit|Summit|ID|16|Bear Lake|007|421243N|1110636W|42.2118759|-111.1099163|||||1928|6325|Border|06/21/1979|
371650|Bottle Point|Summit|ID|16|Shoshone|079|475234N|1155608W|47.8760364|-115.9354505|||||1918|6293|Gem Peak|06/21/1979|
371651|Bottle Spring|Spring|ID|16|Owyhee|073|423152N|1164251W|42.530998|-116.7142886|||||1668|5472|Slack Mountain|06/21/1979|
371652|Boulevard Christian School|School|ID|16|Canyon|027|433803N|1163826W|43.6340499|-116.6406902|||||738|2421|Caldwell|06/21/1979|
371653|Boundary Ridge|Ridge|ID|16|Bear Lake|007|420433N|1110336W|42.075769|-111.0599138|||||2330|7644|Boundary Ridge|06/21/1979|
371654|Bow Lateral|Canal|ID|16|Bingham|011|431003N|1122245W|43.1674151|-112.3791448|||||1365|4478|Moreland|06/21/1979|
371655|Bowden Park|Park|ID|16|Ada|001|433542N|1161317W|43.594889|-116.2215064|||||839|2753|Boise South|06/21/1979|
371656|Bowen Canyon|Valley|ID|16|Power|077|424026N|1124713W|42.6738017|-112.7869345|423841N|1124621W|42.6447222|-112.7725|1739|5705|Indian Springs|06/21/1979|
371657|Bower Cemetery|Cemetery|ID|16|Cassia|031|422421N|1141042W|42.4057471|-114.1783601|||||1313|4308|Murtaugh|06/21/1979|
371658|Bower Reservoir|Reservoir|ID|16|Owyhee|073|422940N|1163840W|42.4943718|-116.6444796|||||1597|5239|Castro Table|06/21/1979|06/20/2011
371659|Bowl Crater|Crater|ID|16|Blaine|013|432006N|1133102W|43.3349047|-113.5172359|||||1655|5430|North Laidlaw Butte|06/21/1979|
371660|Bowl Reservoir|Reservoir|ID|16|Blaine|013|431435N|1133610W|43.2430553|-113.6027096|||||1533|5029|Bear Den Butte|06/21/1979|06/20/2011
371661|Bowman Flat|Flat|ID|16|Camas|025|431110N|1145103W|43.1860117|-114.8508944|||||1715|5627|Fir Grove Mountain|06/21/1979|
371662|Bowman Gulch|Valley|ID|16|Idaho|049|455634N|1162009W|45.9426582|-116.3357006|455948N|1161945W|45.9966667|-116.3291667|584|1916|Fenn|06/21/1979|
371663|Bowman Ranch|Locale|ID|16|Canyon|027|434259N|1165206W|43.7162716|-116.8682033|||||693|2274|Notus|06/21/1979|
371664|Box Canyon|Valley|ID|16|Owyhee|073|422927N|1163442W|42.490722|-116.5784516|422933N|1163405W|42.4925|-116.5680556|1651|5417|Dickshooter Reservoir|06/21/1979|
371665|Box Canyon|Valley|ID|16|Jerome|053|423513N|1142044W|42.5868561|-114.3455894|423533N|1142044W|42.5925|-114.3455556|1072|3517|Kimberly|06/21/1979|
371666|Box Canyon|Valley|ID|16|Gooding|047|424227N|1144923W|42.7074033|-114.8231094|424231N|1144809W|42.7086111|-114.8025|893|2930|Thousand Springs|06/21/1979|
371667|Box Canyon|Valley|ID|16|Butte|023|433143N|1131106W|43.528516|-113.1850026|433350N|1131423W|43.5638889|-113.2397222|1568|5144|Butte City|06/21/1979|
371668|Box Flat|Flat|ID|16|Idaho|049|455226N|1162434W|45.8737695|-116.4093111|||||744|2441|Joseph|06/21/1979|
371669|Box Spring|Spring|ID|16|Twin Falls|083|420940N|1144853W|42.1610394|-114.8146632|||||1840|6037|Browns Bench North|06/21/1979|04/18/2011
371670|Covered Springs|Spring|ID|16|Bingham|011|430606N|1120337W|43.1015982|-112.0601478|||||1860|6102|Lincoln Peak|12/31/1992|04/18/2011
371671|Box Spring|Spring|ID|16|Gem|045|440257N|1161952W|44.0491567|-116.3309836|||||895|2936|Webb Creek|06/21/1979|04/18/2011
371673|Boyd Hollow|Valley|WY|56|Lincoln|023|420245N|1105848W|42.0457708|-110.9799101|420325N|1110334W|42.0568806|-111.0593582|1941|6368|Cokeville|06/21/1979|03/21/2011
371674|Boyle Creek|Stream|ID|16|Owyhee|073|420327N|1161052W|42.05761|-116.18102|415838N|1160505W|41.9771231|-116.0848207|1614|5295|Mountain View Lake|06/21/1979|05/03/2011
371675|Boyle Creek Reservoir|Reservoir|ID|16|Owyhee|073|420139N|1160858W|42.0275587|-116.1495659|||||1622|5321|Mountain View Lake|06/21/1979|06/20/2011
371676|Bozard Creek|Stream|ID|16|Kootenai|055|473117N|1170152W|47.5212902|-117.0310237|473509N|1170046W|47.5858333|-117.0127778|780|2559|Mica Peak|06/21/1979|
371677|Brace Flat|Flat|ID|16|Owyhee|073|422045N|1164032W|42.345723|-116.6756759|||||1496|4908|Brace Flat|06/21/1979|
371678|Brace Ranch|Locale|ID|16|Owyhee|073|422135N|1164139W|42.3596115|-116.6942875|||||1471|4826|Brace Flat|06/21/1979|
